"Hushåll som fått utkomststöd under året totalt";"1248";"Södra Österbotten";"14";"totalt";2023;6881;6881
"Hushåll som fått utkomststöd under året totalt";"1248";"Åland";"21";"totalt";2014;472;472
"Hushåll som fått utkomststöd under året totalt";"1248";"Åland";"21";"totalt";2015;497;497
"Hushåll som fått utkomststöd under året totalt";"1248";"Åland";"21";"totalt";2016;467;467
"Hushåll som fått utkomststöd under året totalt";"1248";"Åland";"21";"totalt";2017;511;511
"Hushåll som fått utkomststöd under året totalt";"1248";"Åland";"21";"totalt";2018;521;521
"Hushåll som fått utkomststöd under året totalt";"1248";"Åland";"21";"totalt";2019;480;480
"Hushåll som fått utkomststöd under året totalt";"1248";"Åland";"21";"totalt";2020;514;514
"Hushåll som fått utkomststöd under året totalt";"1248";"Åland";"21";"totalt";2021;434;434
"Hushåll som fått utkomststöd under året totalt";"1248";"Åland";"21";"totalt";2022;383;383
"Hushåll som fått utkomststöd under året totalt";"1248";"Åland";"21";"totalt";2023;389;389
"Hushåll som fått utkomststöd under året totalt";"1248";"Österbotten";"15";"totalt";2014;5163;5163
"Hushåll som fått utkomststöd under året totalt";"1248";"Österbotten";"15";"totalt";2015;5177;5177
"Hushåll som fått utkomststöd under året totalt";"1248";"Österbotten";"15";"totalt";2016;5185;5185
"Hushåll som fått utkomststöd under året totalt";"1248";"Österbotten";"15";"totalt";2017;6160;6160
"Hushåll som fått utkomststöd under året totalt";"1248";"Österbotten";"15";"totalt";2018;6171;6171
"Hushåll som fått utkomststöd under året totalt";"1248";"Österbotten";"15";"totalt";2019;6115;6115
"Hushåll som fått utkomststöd under året totalt";"1248";"Österbotten";"15";"totalt";2020;6243;6243
"Hushåll som fått utkomststöd under året totalt";"1248";"Österbotten";"15";"totalt";2021;5741;5741
"Hushåll som fått utkomststöd under året totalt";"1248";"Österbotten";"15";"totalt";2022;5495;5495
"Hushåll som fått utkomststöd under året totalt";"1248";"Österbotten";"15";"totalt";2023;5373;5373
